Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
460,Isaiah Thomas\thomais02,PG,29,DEN,10,147,6.4,.451,.442,.247,3.7,5.2,4.4,16.8,1.0,0.6,16.6,29.6,,-0.4,0.1,-0.3,-0.085,,-4.8,-4.4,-9.1,-0.3
461,Khyri Thomas\thomakh01,SG,22,DET,23,188,7.3,.437,.538,.169,2.2,9.6,5.8,6.2,1.8,2.3,5.4,16.9,,-0.1,0.2,0.1,.026,,-3.9,-0.3,-4.2,-0.1
462,Lance Thomas\thomala01,PF,30,NYK,39,629,6.5,.480,.406,.181,2.9,13.2,7.9,4.8,1.2,0.8,10.4,13.0,,-0.2,0.3,0.1,.004,,-4.0,-1.2,-5.1,-0.5
463,Klay Thompson\thompkl01,SG,28,GSW,67,2312,17.4,.575,.426,.121,1.7,10.4,6.2,10.8,1.6,1.6,7.4,26.1,,2.9,2.0,4.8,.100,,1.6,-2.0,-0.4,0.9
464,Tristan Thompson\thomptr01,C,27,CLE,36,1055,18.8,.552,.000,.259,15.8,26.0,20.7,11.2,1.3,1.3,11.9,17.4,,2.0,0.6,2.6,.116,,0.4,0.4,0.9,0.8
465,Sindarius Thornwell\thornsi01,SG,24,LAC,54,270,4.2,.446,.313,.542,2.0,13.0,7.6,7.0,2.3,1.2,23.2,12.1,,-0.4,0.3,-0.1,-0.017,,-5.5,0.8,-4.7,-0.2
466,Anthony Tolliver\tollian01,PF,33,MIN,54,859,8.7,.582,.834,.234,1.5,15.7,8.5,5.3,0.8,1.4,11.4,12.4,,0.6,0.4,1.0,.056,,-1.0,-1.4,-2.4,-0.1
467,Karl-Anthony Towns\townska01,C,23,MIN,68,2250,27.0,.628,.277,.334,11.2,28.9,19.9,17.0,1.3,4.4,13.2,28.6,,7.1,2.9,9.9,.211,,5.4,1.9,7.4,5.3
468,Gary Trent\trentga02,SG,20,POR,11,48,-0.4,.337,.455,.182,0.0,13.0,6.7,2.8,0.0,1.7,7.8,22.7,,-0.2,0.0,-0.2,-0.161,,-9.6,-4.4,-14.1,-0.1
469,Allonzo Trier\trieral01,SG,23,NYK,64,1459,12.2,.564,.255,.431,2.2,12.4,7.1,12.8,0.9,0.8,15.8,21.3,,0.5,0.5,0.9,.031,,-2.0,-2.0,-4.0,-0.7
470,P.J. Tucker\tuckepj01,PF,33,HOU,72,2512,9.4,.553,.733,.118,4.7,14.7,9.6,4.8,2.4,1.1,10.6,9.5,,1.9,2.3,4.2,.081,,-0.4,1.5,1.1,2.0
471,Evan Turner\turneev01,PG,30,POR,63,1415,10.7,.491,.115,.223,2.5,18.3,10.6,22.4,1.0,0.8,18.7,16.1,,0.0,1.3,1.3,.045,,-3.0,0.6,-2.4,-0.1
472,Myles Turner\turnemy01,C,22,IND,65,1862,18.0,.563,.246,.251,5.3,21.6,13.6,8.4,1.4,8.7,10.9,20.3,,1.4,4.0,5.4,.140,,-1.6,4.8,3.2,2.5
473,Ekpe Udoh\udohek01,C,31,UTA,41,216,18.1,.694,.000,.354,8.6,16.4,12.5,10.3,1.1,7.0,15.3,13.0,,0.5,0.4,0.9,.196,,-1.1,4.3,3.3,0.3
474,Tyler Ulis\ulisty01,PG,23,CHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.015,,-6.6,-0.4,-7.0,0.0
475,Jonas Valanciunas\valanjo01,C,26,TOT,43,905,24.6,.634,.097,.355,10.1,29.3,19.8,11.2,0.9,3.8,12.3,27.4,,2.3,1.6,3.8,.202,,0.6,0.7,1.3,0.8
475,Jonas Valanciunas\valanjo01,C,26,TOR,30,564,24.5,.639,.116,.363,10.5,30.4,20.7,8.5,1.1,3.4,11.5,25.7,,1.6,1.0,2.6,.225,,0.6,0.6,1.2,0.4
475,Jonas Valanciunas\valanjo01,C,26,MEM,13,341,24.8,.626,.070,.343,9.5,27.6,18.4,15.6,0.4,4.5,13.5,30.2,,0.6,0.5,1.2,.163,,0.6,0.9,1.6,0.3
476,Jarred Vanderbilt\vandeja01,PF,19,DEN,10,24,12.9,.326,.143,.714,13.6,45.5,29.5,10.5,4.1,3.7,17.9,19.8,,-0.1,0.1,0.0,.004,,-8.6,4.4,-4.2,0.0
477,Fred VanVleet\vanvlfr01,PG,24,TOR,54,1469,13.7,.541,.494,.192,1.5,8.7,5.2,24.0,1.6,0.7,11.5,18.0,,2.0,1.5,3.6,.117,,0.9,-0.7,0.1,0.8
478,Noah Vonleh\vonleno01,PF,23,NYK,68,1722,14.0,.561,.311,.355,6.7,26.2,16.1,11.0,1.3,2.5,14.7,14.7,,1.6,1.7,3.2,.089,,-1.5,1.6,0.2,0.9
479,Nikola Vucevic\vucevni01,C,28,ORL,71,2219,25.9,.574,.167,.166,9.4,32.4,20.8,22.6,1.6,3.1,9.9,27.8,,4.9,4.3,9.2,.199,,3.1,3.7,6.9,5.0
480,Dwyane Wade\wadedw01,SG,37,MIA,61,1558,15.3,.507,.262,.243,3.7,11.8,7.7,26.3,1.5,2.0,14.0,27.4,,0.0,1.8,1.8,.055,,-0.8,-0.1,-1.0,0.4
481,Moritz Wagner\wagnemo01,C,21,LAL,32,278,11.0,.528,.505,.275,5.0,15.7,10.4,9.0,1.5,1.7,16.4,21.9,,-0.2,0.3,0.1,.023,,-3.1,-1.3,-4.4,-0.2
482,Dion Waiters\waitedi01,SG,27,MIA,33,810,10.7,.517,.586,.110,0.8,11.7,6.2,17.3,1.4,0.6,13.5,20.4,,-0.1,0.8,0.7,.040,,-1.1,-1.2,-2.3,-0.1
483,Kemba Walker\walkeke02,PG,28,CHO,70,2437,20.7,.552,.445,.253,1.9,11.4,6.6,28.2,1.8,1.1,10.4,31.1,,4.0,1.7,5.7,.112,,4.5,-1.6,2.9,3.0
484,Lonnie Walker\walkelo01,SG,20,SAS,8,64,1.8,.311,.250,.167,0.0,18.6,9.4,5.9,3.0,1.3,13.4,20.5,,-0.3,0.1,-0.2,-0.145,,-10.4,0.0,-10.4,-0.1
485,John Wall\walljo01,PG,28,WAS,32,1104,18.1,.527,.306,.317,1.5,10.1,5.7,39.2,2.1,2.2,16.1,28.9,,0.5,0.7,1.2,.052,,0.9,-1.3,-0.3,0.5
486,Tyrone Wallace\wallaty01,PG,24,LAC,54,551,7.1,.438,.083,.266,3.9,12.9,8.5,9.3,1.6,1.0,11.9,18.6,,-0.7,0.5,-0.2,-0.021,,-5.4,-0.8,-6.2,-0.6
487,Taurean Waller-Prince\princta02,SF,24,ATL,48,1337,11.9,.576,.529,.186,1.6,12.6,7.0,11.1,1.6,1.1,14.0,19.6,,0.7,0.7,1.3,.048,,-0.5,-1.4,-2.0,0.0
488,Brad Wanamaker\wanambr01,PG,29,BOS,30,262,13.4,.590,.405,.215,1.2,11.1,6.1,20.1,1.7,0.3,13.9,16.5,,0.4,0.3,0.7,.123,,-1.1,-1.6,-2.6,0.0
489,T.J. Warren\warretj01,SF,25,PHO,43,1360,16.3,.580,.295,.203,2.5,11.9,7.1,7.8,1.8,1.8,7.2,22.6,,1.6,0.6,2.2,.079,,0.2,-1.6,-1.5,0.2
490,Julian Washburn\washbju01,SF,27,MEM,7,110,1.6,.241,.421,.211,4.0,16.7,10.3,3.6,1.8,0.0,12.6,9.7,,-0.3,0.1,-0.1,-0.055,,-8.2,0.4,-7.8,-0.2
491,Yuta Watanabe\watanyu01,SG,24,MEM,10,98,7.0,.448,.321,.357,1.1,21.1,11.0,6.0,1.0,1.0,11.0,16.7,,-0.1,0.1,0.0,-0.010,,-7.2,-1.2,-8.4,-0.2
492,Thomas Welsh\welshth01,C,22,DEN,11,36,16.1,.648,.538,.154,0.0,12.1,6.1,20.3,0.0,0.0,6.7,17.6,,0.1,0.0,0.1,.164,,1.8,-4.4,-2.5,0.0
493,Russell Westbrook\westbru01,PG,30,OKC,63,2262,20.8,.501,.271,.314,4.0,28.4,15.9,45.6,2.6,1.1,16.8,31.5,,0.9,4.4,5.4,.114,,2.2,4.1,6.3,4.7
494,Derrick White\whitede01,PG,24,SAS,57,1462,15.1,.562,.258,.228,2.1,13.0,7.6,21.2,2.0,2.2,14.0,17.6,,1.6,1.5,3.2,.104,,0.1,1.0,1.1,1.1
495,Okaro White\whiteok01,PF,26,WAS,3,6,-4.5,.000,1.000,.000,18.0,18.4,18.2,0.0,0.0,0.0,0.0,14.2,,0.0,0.0,0.0,-0.251,,-11.0,-8.3,-19.3,0.0
496,Hassan Whiteside\whiteha01,C,29,MIA,62,1502,22.8,.547,.026,.358,16.7,35.5,26.1,5.9,1.3,7.2,11.0,22.7,,1.9,3.5,5.3,.170,,-2.4,2.9,0.6,1.0
497,Andrew Wiggins\wiggian01,SF,23,MIN,62,2156,11.8,.480,.289,.249,3.4,11.5,7.5,10.1,1.4,1.7,8.9,24.1,,-0.8,1.1,0.3,.007,,-2.1,-1.2,-3.3,-0.7
498,Alan Williams\willial03,PF,26,BRK,4,22,32.8,.595,.100,.400,19.3,62.1,40.8,24.8,2.2,0.0,7.8,24.5,,0.1,0.1,0.1,.324,,3.6,3.7,7.2,0.1
499,C.J. Williams\willicj01,SG,28,MIN,12,90,7.3,.500,.423,.000,1.2,4.8,3.0,16.8,1.6,0.0,13.3,14.0,,0.0,0.0,0.0,.017,,-2.7,-3.3,-6.0,-0.1
500,Johnathan Williams\willijo04,C,23,LAL,14,189,10.8,.558,.019,.340,12.4,12.3,12.3,4.4,0.5,2.1,14.1,15.6,,0.1,0.1,0.3,.072,,-2.9,-1.1,-4.0,-0.1
501,Kenrich Williams\willike04,SF,24,NOP,38,845,9.4,.490,.543,.076,5.3,16.4,10.9,8.2,1.8,1.3,10.5,12.5,,0.2,0.7,0.9,.053,,-1.4,0.6,-0.8,0.3
502,Lou Williams\willilo02,SG,32,LAC,66,1749,21.8,.555,.256,.433,2.2,9.4,5.9,33.1,1.4,0.4,11.5,32.8,,3.7,1.1,4.8,.131,,3.5,-2.5,1.0,1.3
503,Marvin Williams\willima02,PF,32,CHO,68,1954,12.6,.548,.588,.137,3.9,17.4,10.5,6.3,1.5,2.4,6.3,14.9,,1.9,1.8,3.7,.090,,0.0,0.5,0.4,1.2
504,Robert Williams\williro04,C,21,BOS,28,232,20.0,.742,.000,.326,10.5,18.0,14.3,2.9,1.7,12.7,15.5,10.8,,0.5,0.5,1.0,.214,,-1.6,6.7,5.1,0.4
505,Troy Williams\willitr02,SF,24,SAC,18,286,11.1,.550,.471,.172,3.2,16.8,9.9,4.6,1.6,2.4,7.9,14.6,,0.2,0.3,0.5,.080,,-2.0,0.1,-1.9,0.0
506,D.J. Wilson\wilsodj01,PF,22,MIL,38,661,9.7,.497,.511,.176,5.7,18.6,12.5,7.0,1.1,2.4,10.9,14.0,,0.1,1.1,1.2,.085,,-2.8,1.3,-1.6,0.1
507,Justise Winslow\winslju01,PF,22,MIA,61,1814,13.2,.517,.339,.191,3.6,16.1,9.8,22.0,1.8,0.8,14.8,20.7,,0.5,2.3,2.8,.075,,-0.7,0.9,0.1,1.0
508,Christian Wood\woodch01,PF,23,MIL,13,62,17.2,.585,.200,.600,7.0,24.9,16.5,4.6,0.0,0.0,8.7,23.4,,0.1,0.1,0.2,.149,,-3.4,-4.1,-7.4,-0.1
509,Delon Wright\wrighde01,PG,26,TOT,64,1326,14.0,.515,.302,.237,4.3,11.5,7.9,17.7,2.3,1.5,10.7,17.5,,1.1,1.8,2.9,.105,,-0.8,1.1,0.4,0.8
509,Delon Wright\wrighde01,PG,26,TOR,49,897,14.6,.527,.307,.208,4.8,10.1,7.5,16.9,2.5,1.4,10.4,17.0,,1.1,1.2,2.3,.123,,-0.2,1.2,1.0,0.7
509,Delon Wright\wrighde01,PG,26,MEM,15,429,12.8,.490,.290,.297,3.4,14.4,8.8,19.4,2.0,1.8,11.4,18.5,,0.1,0.5,0.6,.068,,-2.1,1.0,-1.1,0.1
510,Guerschon Yabusele\yabusgu01,PF,23,BOS,34,184,12.5,.515,.350,.300,10.4,12.8,11.6,8.9,1.8,3.4,15.0,18.7,,0.1,0.3,0.3,.084,,-2.5,0.6,-1.9,0.0
511,Nick Young\youngni01,SG,33,DEN,4,37,2.4,.500,.889,.000,0.0,3.0,1.5,6.8,0.0,2.4,18.2,12.6,,0.0,0.0,0.0,-0.019,,-4.2,-2.7,-6.9,0.0
512,Thaddeus Young\youngth01,PF,30,IND,72,2219,16.0,.561,.172,.156,8.9,14.5,11.7,11.6,2.5,1.4,11.7,17.8,,2.6,3.6,6.2,.134,,0.6,2.2,2.8,2.7
513,Trae Young\youngtr01,PG,20,ATL,72,2214,16.2,.538,.384,.332,2.5,10.0,6.2,39.3,1.3,0.6,18.6,28.0,,1.8,0.7,2.4,.052,,1.2,-2.8,-1.7,0.2
514,Cody Zeller\zelleco01,C,26,CHO,49,1243,17.3,.611,.064,.409,9.4,19.6,14.4,12.1,1.5,2.9,13.2,16.2,,2.7,1.3,4.0,.153,,0.3,1.8,2.1,1.3
515,Tyler Zeller\zellety01,C,29,ATL,2,11,1.5,.000,.500,.000,19.0,39.4,29.0,10.7,0.0,0.0,0.0,7.4,,0.0,0.0,0.0,-0.012,,-6.7,-0.4,-7.1,0.0
516,Ante Zizic\zizican01,C,22,CLE,52,962,15.5,.579,.000,.385,10.2,22.7,16.2,6.9,0.7,1.7,13.0,17.8,,1.3,0.3,1.7,.083,,-2.1,-1.3,-3.4,-0.3
517,Ivica Zubac\zubaciv01,C,21,TOT,49,836,18.3,.585,.000,.344,12.5,23.3,18.0,9.5,0.4,3.8,13.7,21.1,,1.4,1.0,2.4,.136,,-1.6,0.5,-1.1,0.2
517,Ivica Zubac\zubaciv01,C,21,LAL,33,516,19.6,.633,.000,.342,11.1,21.2,16.3,7.3,0.4,4.2,12.9,20.5,,1.2,0.6,1.8,.164,,-1.2,0.2,-1.0,0.1
517,Ivica Zubac\zubaciv01,C,21,LAC,16,320,16.3,.511,.000,.347,14.6,26.7,20.8,13.1,0.6,3.2,14.9,22.1,,0.2,0.4,0.6,.090,,-2.1,1.1,-1.1,0.1
