Sam,Dekker,1
R.J.,Hunter,1
Guillermo,Hernangómez,1
Joe,Young,1
Boban,Marjanovic,1
Salah,Mejri,1
T.J.,McConnell,1
Jake,Layman,1
Abdel,Nader,1
Ron,Baker,1
Troy,Williams,1
Zach,Collins,1
Davon,Reed,1
Kadeem,Allen,1
Jabari,Bird,1
Luke,Kornet,1
Jamel,Artis,1
Tyler,Cavanaugh,1
Jamal,Crawford,0
Richard,Jefferson,0
Bam,Adebayo,19
Amir,Johnson,18
Corey,Brewer,18
Jeremy,Lamb,18
Norman,Powell,18
Quinn,Cook,18
C.J.,Williams,18
JaVale,McGee,17
Cory,Joseph,17
Ben,McLemore,17
Noah,Vonleh,16
Terry,Rozier,16
Cristiano,Felicio,16
Sindarius,Thornwell,16
Luc Richard,Mbah a Moute,15
Isaiah,Thomas,15
Troy,Daniels,15
Jeff,Green,14
Anthony,Tolliver,14
Greg,Monroe,14
Luke,Babbitt,14
Joe,Harris,14
Nikola,Mirotic,14
Emmanuel,Mudiay,14
Cameron,Payne,14
Timofey,Mozgov,13
Alex,Len,13
Buddy,Hield,13
Dorian,Finney-Smith,13
Jordan,Bell,13
Mike,Conley,12
Kosta,Koufos,12
Cedi,Osman,12
Thon,Maker,12
Paul,Zipser,12
Bryn,Forbes,12
Terrance,Ferguson,12
Wes,Iwundu,12
Kobi,Simmons,12
J.J.,Barea,11
Jerryd,Bayless,11
Patrick,Beverley,11
Marcus,Smart,11
Tyler,Ennis,11
Tim,Frazier,11
Kelly,Oubre Jr.,11
Tyus,Jones,11
Damion,Lee,11
Mario,Chalmers,10
Kyle,O'Quinn,10
Manu,Ginobili,0
Kendrick,Perkins,0
Udonis,Haslem,0
David,West,0
Josh,Smith,0
Tony,Allen,0
Nick,Collison,0
Jameer,Nelson,0
Jared,Dudley,0
Joakim,Noah,0
Josh,McRoberts,0
Ian,Mahinmi,0
Bobby,Brown,0
Brandon,Jennings,0
Jodie,Meeks,0
Omer,Asik,0
Cole,Aldrich,0
Ed,Davis,0
Jeremy,Evans,0
Jordan,Crawford,0
Julyan,Stone,0
Jon,Leuer,0
Derrick,Williams,0
Xavier,Silas,0
Mirza,Teletovic,0
Marquis,Teague,0
Kyle,Singler,0
Cody,Zeller,0
Gorgui,Dieng,0
Jeff,Withey,0
Dwight,Buycks,0
Nate,Wolters,0
Lorenzo,Brown,0
Vander,Blue,0
Scotty,Hopson,0
Nik,Stauskas,0
Danté,Exum,0
Adreian,Payne,0
James,Young,0
Bruno,Caboclo,0
Johnny,O'Bryant III,0
Markel,Brown,0
Jack,Cooley,0
James Michael,McAdoo,0
Travis,Wear,0
Khem,Birch,0
John,Holland,0
Jarell,Eddie,0
David,Stockton,0
Larry,Drew II,0
Rondae,Hollis-Jefferson,59
Brandon,Ingram,59
Zach,Randolph,58
Chris,Paul,58
Blake,Griffin,58
Spencer,Dinwiddie,58
Zaza,Pachulia,57
Nikola,Vucevic,57
Evan,Fournier,57
Aaron,Gordon,57
Willie,Cauley-Stein,57
Jarrett,Jack,56
Rudy,Gobert,56
Hassan,Whiteside,54
Tim,Hardaway Jr.,54
JaMychal,Green,54
Devin,Booker,54
Reggie,Bullock,52
Bogdan,Bogdanovic,52
Stephen,Curry,51
Ryan,Anderson,50
Stanley,Johnson,50
Jonathon,Simmons,50
Lonzo,Ball,50
Julius,Randle,49
Marquese,Chriss,49
DeMarcus,Cousins,48
Kristaps,Porzingis,48
Dejounte,Murray,48
Jae,Crowder,47
Tyson,Chandler,46
Avery,Bradley,46
Dewayne,Dedmon,46
Andrew,Harrison,46
Reggie,Jackson,45
Ersan,Ilyasova,43
Kris,Dunn,43
Tyler,Ulis,43
James,Johnson,41
John,Wall,41
Justin,Jackson,41
Wesley,Johnson,40
Evan,Turner,40
Will,Barton,40
Andre,Roberson,39
Tyler,Johnson,39
Paul,Millsap,37
Maurice,Harkless,37
Dragan,Bender,37
Denzel,Valentine,37
Jahlil,Okafor,0
Rashad,Vaughn,0
Justin,Anderson,0
Chris,McCullough,0
Darrun,Hilliard,0
Anthony,Brown,0
Raul,Neto,0
Luis,Montero,0
Omari,Johnson,0
Vince,Hunter,0
Briante,Weber,0
Alan,Williams,0
Xavier,Munford,0
Jakob,Poeltl,0
Wade,Baldwin IV,0
Georgios,Papagiannis,0
Malik,Beasley,0
Henry,Ellenson,0
Brice,Johnson,0
Furkan,Korkmaz,0
Damian,Jones,0
Chinanu,Onuaku,0
Cheick,Diallo,0
Ivica,Zubac,0
Demetrius,Jackson,0
Isaiah,Whitehead,0
Zhou,Qi,0
Georges,Niang,0
Joel,Bolomboy,0
Kay,Felder,0
Marcus,Paige,0
Daniel,Hamilton,0
Marshall,Plumlee,0
Mindaugas,Kuzminskas,0
Ryan,Arcidiacono,0
Jonathan,Gibson,0
Nicolás,Brussino,0
Tim,Quarterman,0
Alex,Poythress,0
Matt,Costello,0
Fred,VanVleet,0
Jalen,Jones,0
James,Webb III,0
Jameel,Warney,0
Marcus,Georges-Hunt,0
Josh,Magette,0
Markelle,Fultz,0
Malik,Monk,0
Justin,Patton,0
D.J.,Wilson,0
DeMarre,Carroll,73
Klay,Thompson,73
Markieff,Morris,73
Damian,Lillard,73
Dario,Saric,73
Nikola,Jokic,73
Al,Horford,72
Brook,Lopez,72
James,Harden,72
Justin,Holiday,72
Wilson,Chandler,71
Enes,Kanter,71
Donovan,Mitchell,71
JJ,Redick,70
Jeff,Teague,70
Draymond,Green,70
Jaylen,Brown,70
Courtney,Lee,69
John,Henson,69
Dennis,Smith Jr.,69
Kevin,Durant,68
Allen,Crabbe,68
Lauri,Markkanen,68
Trevor,Ariza,67
Al-Farouq,Aminu,67
Aron,Baynes,67
Dennis,Schroder,67
Kyle,Anderson,67
Kent,Bazemore,65
T.J.,Warren,65
Gary,Harris,65
Robin,Lopez,64
Nicolas,Batum,64
Darren,Collison,64
Pau,Gasol,63
Rajon,Rondo,63
Wesley,Matthews,63
Joel,Embiid,63
Elfrid,Payton,63
Myles,Turner,62
OG,Anunoby,62
J.R.,Smith,61
De'Aaron,Fox,61
George,Hill,60
Danny,Green,60
Kyrie,Irving,60
Kevin,Love,59
Jimmy,Butler,59
Austin,Rivers,59
Tony,Snell,59
TJ,Leaf,0
Tony,Bradley,0
Tyler,Lydon,0
Derrick,White,0
Semi,Ojeleye,0
Monte,Morris,0
Ike,Anigbogu,0
Thomas,Bryant,0
Edmond,Sumner,0
Alec,Peters,0
Antonio,Blakeney,0
Matt,Williams Jr.,0
Devin,Robinson,0
Gian,Clavell,0
Milton,Doyle,0
PJ,Dozier,0
Jacob,Wiley,0
Ben,Moore,0
Isaiah,Hicks,0
Mangok,Mathiang,0
Chris,Boucher,0
Derrick,Walton Jr.,0
Charles,Cooke,0
Alfonzo,McKinnie,0
Nigel,Hayes,0
Xavier,Rathan-Mayes,0
London,Perrantes,0
Trey,McKinney Jones,0
Nazareth,Mitrou-Long,0
Andrew,White III,0
Antonius,Cleveland,0
Jacob,Pullen,0
Erik,McCree,0
Reggie,Hearn,0
Myke,Henry,0
Josh,Gray,0
Walt,Lemon Jr.,0
Jaylen,Morris,0
Andre,Ingram,0
Aaron,Jackson,0
Kyle,Kuzma,37
D.J.,Augustin,36
Patty,Mills,36
Jarell,Martin,36
Milos,Teodosic,36
Garrett,Temple,35
Ish,Smith,35
Miles,Plumlee,35
D'Angelo,Russell,35
Josh,Jackson,35
Maxi,Kleber,35
P.J.,Tucker,34
Tyler,Zeller,34
José,Calderón,32
Tyreke,Evans,32
Lance,Thomas,31
Jarrett,Allen,31
Eric,Gordon,30
Michael,Beasley,30
Dion,Waiters,30
Mario,Hezonja,30
Tomas,Satoransky,30
Skal,Labissiere,29
Mason,Plumlee,26
Jerian,Grant,26
Larry,Nance Jr.,26
John,Collins,26
Dante,Cunningham,25
Bismack,Biyombo,25
Justise,Winslow,25
Zach,LaVine,24
Dwight,Powell,24
Rodney,Hood,23
Josh,Hart,23
Tristan,Thompson,22
Kelly,Olynyk,22
James,Ennis III,22
Tony,Parker,21
Danilo,Gallinari,21
Marcus,Morris,21
Nemanja,Bjelica,21
Yogi,Ferrell,21
David,Nwaba,21
Terrence,Ross,20
Malcolm,Brogdon,20
Emeka,Okafor,19
Lou,Williams,19
Jonas,Jerebko,19
Domantas,Sabonis,19
Tyrone,Wallace,19
